album_name,album_release_date,artists_name,artists_id,duration_ms,explicit,name,popularity,external_urls
Positions (Deluxe),2021-02-19,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,182437,True,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",71,https://open.spotify.com/track/2sQH02O2HBCPJCztBrCWNa
Positions (Deluxe),2021-02-19,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,182437,True,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",71,https://open.spotify.com/track/2sQH02O2HBCPJCztBrCWNa
Sweetener,2018-08-17,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,197546,True,God is a woman,80,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,198081,True,Peaches (feat. Daniel Caesar & Giveon),100,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Justice,2021-03-19,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,198081,True,Peaches (feat. Daniel Caesar & Giveon),100,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Justice,2021-03-19,Giveon,4fxd5Ee7UefO4CUXgwJ7IP,198081,True,Peaches (feat. Daniel Caesar & Giveon),100,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,170813,False,Hold On,87,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,190779,False,Anyone,84,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,212093,False,Holy (feat. Chance The Rapper),82,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
Justice,2021-03-19,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,212093,False,Holy (feat. Chance The Rapper),82,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,149189,True,Lonely (with benny blanco),80,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
Justice,2021-03-19,benny blanco,5CiGnKThu5ctn9pBxv7DGa,149189,True,Lonely (with benny blanco),80,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
Stuck with U,2020-05-08,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,228482,False,Stuck with U (with Justin Bieber),85,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
Stuck with U,2020-05-08,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,228482,False,Stuck with U (with Justin Bieber),85,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
"10,000 Hours (with Justin Bieber)",2019-10-04,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,167693,False,"10,000 Hours (with Justin Bieber)",84,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
"10,000 Hours (with Justin Bieber)",2019-10-04,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,167693,False,"10,000 Hours (with Justin Bieber)",84,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
Wonder,2020-12-04,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,178994,False,Monster (Shawn Mendes & Justin Bieber),78,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
Wonder,2020-12-04,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,178994,False,Monster (Shawn Mendes & Justin Bieber),78,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,174406,False,As I Am (feat. Khalid),83,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
Justice,2021-03-19,Khalid,6LuN9FCkKOj5PcnpouEgny,174406,False,As I Am (feat. Khalid),83,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
Purpose (Deluxe),2015-11-13,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,233720,False,Love Yourself,83,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
Music To Be Murdered By,2020-01-17,Eminem,7dGJo4pcD2V6oG8kP0tJRR,210800,True,Godzilla (feat. Juice WRLD),85,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
Music To Be Murdered By,2020-01-17,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,210800,True,Godzilla (feat. Juice WRLD),85,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
The Eminem Show,2002-05-26,Eminem,7dGJo4pcD2V6oG8kP0tJRR,297786,True,'Till I Collapse,84,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
The Eminem Show,2002-05-26,Nate Dogg,1Oa0bMld0A3u5OTYfMzp5h,297786,True,'Till I Collapse,84,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
The Eminem Show,2002-05-26,Eminem,7dGJo4pcD2V6oG8kP0tJRR,290320,True,Without Me,84,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
The Marshall Mathers LP,2000-05-23,Eminem,7dGJo4pcD2V6oG8kP0tJRR,284200,True,The Real Slim Shady,84,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
Recovery,2010-06-18,Eminem,7dGJo4pcD2V6oG8kP0tJRR,263373,True,Love The Way You Lie,82,https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED
Recovery,2010-06-18,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,263373,True,Love The Way You Lie,82,https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED
The Marshall Mathers LP,2000-05-23,Eminem,7dGJo4pcD2V6oG8kP0tJRR,404106,True,Stan,79,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
The Marshall Mathers LP,2000-05-23,Dido,2mpeljBig2IXLXRAFO9AAs,404106,True,Stan,79,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz
Recovery,2010-06-18,Eminem,7dGJo4pcD2V6oG8kP0tJRR,248133,True,Not Afraid,79,https://open.spotify.com/track/7Ie9W94M7OjPoZVV216Xus
The Marshall Mathers LP2 (Deluxe),2013-11-05,Eminem,7dGJo4pcD2V6oG8kP0tJRR,363521,True,Rap God,77,https://open.spotify.com/track/6or1bKJiZ06IlK0vFvY75k
Curtain Call: The Hits (Deluxe Edition),2005-12-06,Eminem,7dGJo4pcD2V6oG8kP0tJRR,326466,True,"Lose Yourself - From ""8 Mile"" Soundtrack",76,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
Encore (Deluxe Version),2004-11-12,Eminem,7dGJo4pcD2V6oG8kP0tJRR,250760,True,Mockingbird,76,https://open.spotify.com/track/561jH07mF1jHuk7KlaeF0s
Afrodisíaco,2020-11-13,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,231594,True,Reloj,81,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
Afrodisíaco,2020-11-13,Anuel AA,2R21vXR83lH98kGeO99Y66,231594,True,Reloj,81,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
KG0516,2021-03-26,KAROL G,790FomKkXshlbRYZFtlgla,263013,True,LOCATION,74,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
KG0516,2021-03-26,Anuel AA,2R21vXR83lH98kGeO99Y66,263013,True,LOCATION,74,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
KG0516,2021-03-26,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,263013,True,LOCATION,74,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
Los Dioses,2021-01-22,Anuel AA,2R21vXR83lH98kGeO99Y66,206586,False,Antes,83,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
Los Dioses,2021-01-22,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,206586,False,Antes,83,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
Now Or Never,2020-07-24,Nio Garcia,5hdhHgpxyniooUiQVaPxQ0,345240,True,La Jeepeta - Remix,74,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
Now Or Never,2020-07-24,Anuel AA,2R21vXR83lH98kGeO99Y66,345240,True,La Jeepeta - Remix,74,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
Now Or Never,2020-07-24,Myke Towers,7iK8PXO48WeuP03g8YR51W,345240,True,La Jeepeta - Remix,74,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
Now Or Never,2020-07-24,Brray,1GKIlPFdcewHtpDVCQ8zmJ,345240,True,La Jeepeta - Remix,74,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
Now Or Never,2020-07-24,Juanka,3Wb38LDP3N4tkobValgE9D,345240,True,La Jeepeta - Remix,74,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
Emmanuel,2020-05-29,Anuel AA,2R21vXR83lH98kGeO99Y66,246000,True,Hasta Que Dios Diga,79,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
Emmanuel,2020-05-29,Bad Bunny,4q3ewBCX7sLwd24euuV69X,246000,True,Hasta Que Dios Diga,79,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
Emmanuel,2020-05-29,Anuel AA,2R21vXR83lH98kGeO99Y66,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,KAROL G,790FomKkXshlbRYZFtlgla,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Adicto (with Anuel AA & Ozuna),2019-08-22,Tainy,0GM7qgcRCORpGnfcN2tCiB,270740,False,Adicto (with Anuel AA & Ozuna),78,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
Adicto (with Anuel AA & Ozuna),2019-08-22,Anuel AA,2R21vXR83lH98kGeO99Y66,270740,False,Adicto (with Anuel AA & Ozuna),78,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
Adicto (with Anuel AA & Ozuna),2019-08-22,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,270740,False,Adicto (with Anuel AA & Ozuna),78,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
Ella Quiere Beber (Remix),2018-11-02,Anuel AA,2R21vXR83lH98kGeO99Y66,219357,False,Ella Quiere Beber - Remix,76,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
Ella Quiere Beber (Remix),2018-11-02,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,219357,False,Ella Quiere Beber - Remix,76,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
Otro Trago (Remix),2019-07-26,Sech,77ziqFxp5gaInVrF2lj4ht,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Anuel AA,2R21vXR83lH98kGeO99Y66,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Darell,1TtXnWcUs0FCkaZDPGYHdf,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Los Dioses,2021-01-22,Anuel AA,2R21vXR83lH98kGeO99Y66,212826,False,Nena Buena,75,https://open.spotify.com/track/7m6aTkKrrPHAZ4fGnksoda
Los Dioses,2021-01-22,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,212826,False,Nena Buena,75,https://open.spotify.com/track/7m6aTkKrrPHAZ4fGnksoda
Future Nostalgia,2020-03-27,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,203064,False,Levitating (feat. DaBaby),89,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
Future Nostalgia,2020-03-27,DaBaby,4r63FhuTkUYltbVAg5TQnk,203064,False,Levitating (feat. DaBaby),89,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
Future Nostalgia (The Moonlight Edition),2021-02-11,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,165506,False,We're Good,90,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Tainy,0GM7qgcRCORpGnfcN2tCiB,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
UN DIA (ONE DAY) (Feat. Tainy),2020-07-24,Bad Bunny,4q3ewBCX7sLwd24euuV69X,232253,False,UN DIA (ONE DAY) (Feat. Tainy),86,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
Plastic Hearts,2020-11-27,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,169333,False,Prisoner (feat. Dua Lipa),81,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
Plastic Hearts,2020-11-27,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,169333,False,Prisoner (feat. Dua Lipa),81,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
Future Nostalgia,2020-03-27,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,183290,False,Don't Start Now,84,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
Future Nostalgia,2020-03-27,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,203807,False,Levitating,83,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
Future Nostalgia,2020-03-27,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,221820,False,Break My Heart,82,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
One Kiss (with Dua Lipa),2018-04-06,Calvin Harris,7CajNmpbOovFoOoasH2HaY,214846,False,One Kiss (with Dua Lipa),82,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
One Kiss (with Dua Lipa),2018-04-06,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,214846,False,One Kiss (with Dua Lipa),82,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
Dua Lipa (Deluxe),2017-06-02,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,209320,False,New Rules,81,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
Dua Lipa (Deluxe),2017-06-02,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,217946,True,IDGAF,80,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
Travesuras (Remix),2021-03-11,Nio Garcia,5hdhHgpxyniooUiQVaPxQ0,324426,True,Travesuras - Remix,86,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
Travesuras (Remix),2021-03-11,Casper Magico,1fux65HMCBvfJHqlBc4Nno,324426,True,Travesuras - Remix,86,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
Travesuras (Remix),2021-03-11,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,324426,True,Travesuras - Remix,86,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
Travesuras (Remix),2021-03-11,Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,324426,True,Travesuras - Remix,86,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
Travesuras (Remix),2021-03-11,Myke Towers,7iK8PXO48WeuP03g8YR51W,324426,True,Travesuras - Remix,86,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
Travesuras (Remix),2021-03-11,Flow La Movie,2oT7xd9iTO2ejLsNGIMa5f,324426,True,Travesuras - Remix,86,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
Enoc,2020-09-04,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,230693,False,Una Locura,85,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
Enoc,2020-09-04,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,230693,False,Una Locura,85,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
Enoc,2020-09-04,Chencho Corleone,37230BxxYs9ksS7OkZw3IU,230693,False,Una Locura,85,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
Los Dioses,2021-01-22,Anuel AA,2R21vXR83lH98kGeO99Y66,206586,False,Antes,83,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
Los Dioses,2021-01-22,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,206586,False,Antes,83,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
Enoc,2020-09-04,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,214506,True,Del Mar,83,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
Enoc,2020-09-04,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,214506,True,Del Mar,83,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
Enoc,2020-09-04,Sia,5WUlDfRSoLAfcVSX1WnrxN,214506,True,Del Mar,83,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
Enoc,2020-09-04,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,224186,False,Despeinada,80,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
Enoc,2020-09-04,Camilo,28gNT5KBp7IjEOQoevXf9N,224186,False,Despeinada,80,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
Enoc,2020-09-04,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,217240,False,Caramelo,71,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,DJ Snake,540vIaP2JwjQb9dm3aArA4,212500,True,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",78,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,212500,True,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",78,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,212500,True,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",78,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,Cardi B,4kYSro6naA4h99UJvo89HB,212500,True,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",78,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
Adicto (with Anuel AA & Ozuna),2019-08-22,Tainy,0GM7qgcRCORpGnfcN2tCiB,270740,False,Adicto (with Anuel AA & Ozuna),78,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
Adicto (with Anuel AA & Ozuna),2019-08-22,Anuel AA,2R21vXR83lH98kGeO99Y66,270740,False,Adicto (with Anuel AA & Ozuna),78,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
Adicto (with Anuel AA & Ozuna),2019-08-22,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,270740,False,Adicto (with Anuel AA & Ozuna),78,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
TRANSLATION,2020-11-02,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,251428,True,MAMACITA,71,https://open.spotify.com/track/04YutdH0j1INpsva3gOipt
TRANSLATION,2020-11-02,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,251428,True,MAMACITA,71,https://open.spotify.com/track/04YutdH0j1INpsva3gOipt
TRANSLATION,2020-11-02,J. Rey Soul,1OB278sOZVSFx5vXqYha83,251428,True,MAMACITA,71,https://open.spotify.com/track/04YutdH0j1INpsva3gOipt
Otro Trago (Remix),2019-07-26,Sech,77ziqFxp5gaInVrF2lj4ht,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Anuel AA,2R21vXR83lH98kGeO99Y66,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Darell,1TtXnWcUs0FCkaZDPGYHdf,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
Otro Trago (Remix),2019-07-26,Nicky Jam,1SupJlEpv7RS2tPNRaHViT,287773,True,Otro Trago - Remix,76,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
÷ (Deluxe),2017-03-03,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,263400,False,Perfect,86,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Afterglow,2020-12-21,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,185486,False,Afterglow,86,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
÷ (Deluxe),2017-03-03,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,233712,False,Shape of You,86,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
x (Wembley Edition),2013,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,258986,False,Photograph,66,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
x (Wembley Edition),2013,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,281560,False,Thinking out Loud,67,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
No.6 Collaborations Project,2019-07-12,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,219946,False,I Don't Care (with Justin Bieber),76,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
No.6 Collaborations Project,2019-07-12,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,219946,False,I Don't Care (with Justin Bieber),76,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
÷ (Deluxe),2017-03-03,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,207520,False,Happier,82,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
No.6 Collaborations Project,2019-07-12,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,197866,False,Beautiful People (feat. Khalid),76,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
No.6 Collaborations Project,2019-07-12,Khalid,6LuN9FCkKOj5PcnpouEgny,197866,False,Beautiful People (feat. Khalid),76,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
÷ (Deluxe),2017-03-03,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,170826,False,Galway Girl,79,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
No.6 Collaborations Project,2019-07-12,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,204466,False,South of the Border (feat. Camila Cabello & Cardi B),79,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
No.6 Collaborations Project,2019-07-12,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,204466,False,South of the Border (feat. Camila Cabello & Cardi B),79,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
No.6 Collaborations Project,2019-07-12,Cardi B,4kYSro6naA4h99UJvo89HB,204466,False,South of the Border (feat. Camila Cabello & Cardi B),79,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
17,2017-08-25,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,119133,True,Jocelyn Flores,86,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
?,2018-03-16,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,166605,True,SAD!,85,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
?,2018-03-16,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,110886,True,Hope,85,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
?,2018-03-16,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,135090,True,Moonlight,84,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
17,2017-08-25,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,95466,True,Everybody Dies In Their Nightmares,84,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
?,2018-03-16,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,121886,False,changes,83,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
17,2017-08-25,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,146520,True,Fuck Love (feat. Trippie Redd),83,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
17,2017-08-25,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,146520,True,Fuck Love (feat. Trippie Redd),83,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
?,2018-03-16,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,160184,True,the remedy for a broken heart (why am I so in love),82,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
"Come Over When You're Sober, Pt. 2",2018-11-09,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,196400,True,Falling Down - Bonus Track,82,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
"Come Over When You're Sober, Pt. 2",2018-11-09,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,196400,True,Falling Down - Bonus Track,82,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
Look At Me!,2017-02-20,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,126345,True,Look At Me!,82,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18
lovely (with Khalid),2018-04-19,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,200185,False,lovely (with Khalid),88,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
